ENSG00000228594 2123
ENSG00000286989 2389
ENSG00000272106 2037
ENSG00000197530 15195
ENSG00000189409 3100
ENSG00000248333 23785
ENSG00000272004 3277
ENSG00000189339 33266
ENSG00000269737 2407
ENSG00000215914 1840
ENSG00000008128 21978
ENSG00000268575 34952
ENSG00000227775 12739
ENSG00000215790 21161
ENSG00000008130 29225
ENSG00000078369 105832
ENSG00000231050 1187
ENSG00000169885 2188
ENSG00000178821 1689
ENSG00000142609 81886
ENSG00000233542 2426
ENSG00000187730 11429
ENSG00000226969 867
ENSG00000067606 134984
ENSG00000271806 4195
ENSG00000182873 2595
ENSG00000162585 28259
ENSG00000234396 8215
ENSG00000157933 81894
ENSG00000287356 8045
ENSG00000116151 70454
ENSG00000272161 492
ENSG00000269896 2406
ENSG00000272420 567
ENSG00000157916 13667
ENSG00000157911 9833
ENSG00000149527 79552
ENSG00000224387 958
ENSG00000229393 1042
ENSG00000157881 18074
ENSG00000197921 1518
ENSG00000272449 17396
ENSG00000238164 7111
ENSG00000157873 9743
ENSG00000225931 3478
ENSG00000228037 2973
ENSG00000157870 4978
ENSG00000142606 42377
ENSG00000237058 4052
ENSG00000215912 165741
ENSG00000285945 16642
ENSG00000283259 2870
ENSG00000233234 842
ENSG00000287396 3711
ENSG00000231630 566
ENSG00000284745 8049
ENSG00000169717 1436
ENSG00000177133 8822
ENSG00000142611 369453
ENSG00000283572 60
ENSG00000226286 782
ENSG00000279839 2676
ENSG00000272235 3460
ENSG00000287828 10097
ENSG00000286518 6113
ENSG00000130762 26448
ENSG00000272088 381
ENSG00000162591 123557
ENSG00000207776 95
ENSG00000238260 1553
ENSG00000158109 5112
ENSG00000116213 21994
ENSG00000078900 83685
ENSG00000227589 9834
ENSG00000235131 2098
ENSG00000227372 11862
ENSG00000276189 160
ENSG00000162592 25185
ENSG00000235169 3221
ENSG00000130764 17939
ENSG00000266075 296
ENSG00000272153 530
ENSG00000116198 45128
ENSG00000169598 28162
ENSG00000198912 11168
ENSG00000236423 16873
ENSG00000233304 14776
ENSG00000226374 4477
ENSG00000284668 36571
ENSG00000284703 6587
ENSG00000229280 371
ENSG00000235054 12662
ENSG00000284694 5244
ENSG00000227169 410
ENSG00000232596 22535
ENSG00000196581 137925
ENSG00000287586 4781
ENSG00000284739 9344
ENSG00000284674 8187
ENSG00000231510 4440
ENSG00000284616 5466
ENSG00000284692 14321
ENSG00000284666 1241
ENSG00000260972 1696
ENSG00000283356 134
ENSG00000236948 106586
ENSG00000264341 72
ENSG00000264101 69
ENSG00000131697 129662
ENSG00000069424 110266
ENSG00000116254 78534
ENSG00000285629 38327
ENSG00000116251 24369
ENSG00000226944 940
ENSG00000158286 15824
ENSG00000116237 14779
ENSG00000225077 4752
ENSG00000173673 1399
ENSG00000158292 13745
ENSG00000097021 130122
ENSG00000271746 836
ENSG00000069812 12252
ENSG00000187017 36591
ENSG00000265392 62
ENSG00000231868 3972
ENSG00000215788 5409
ENSG00000171680 53969
ENSG00000162408 33166
ENSG00000253022 110
ENSG00000229519 714
ENSG00000173662 24448
ENSG00000204859 9286
ENSG00000162413 23883
ENSG00000116273 10299
ENSG00000041988 10720
ENSG00000007923 67756
ENSG00000228750 5375
ENSG00000284744 2084
ENSG00000237436 951
ENSG00000171735 984252
ENSG00000227950 285
ENSG00000237365 5903
ENSG00000207056 164
ENSG00000237402 1328
ENSG00000237728 7267
ENSG00000225126 458
ENSG00000270171 1720
ENSG00000270035 569
ENSG00000269978 266
ENSG00000049245 10136
ENSG00000269925 392
ENSG00000049246 60857
ENSG00000236266 17100
ENSG00000049247 10429
ENSG00000049249 27271
ENSG00000270330 354
ENSG00000116288 31214
ENSG00000200344 102
ENSG00000284747 14178
ENSG00000284716 1747
ENSG00000116285 21905
ENSG00000238290 95964
ENSG00000232848 1218
ENSG00000229305 2946
ENSG00000227634 13692
ENSG00000200975 163
ENSG00000233645 2339
ENSG00000251977 106
ENSG00000162426 26341
ENSG00000252254 112
ENSG00000142599 496524
ENSG00000232912 10368
ENSG00000221083 124
ENSG00000270282 368
ENSG00000234619 657
ENSG00000224315 702
ENSG00000222511 102
ENSG00000226545 1031
ENSG00000228423 1191
ENSG00000229716 368
ENSG00000074800 18190
ENSG00000274258 88
ENSG00000230679 1059
ENSG00000201725 106
ENSG00000238249 742
ENSG00000232208 351
ENSG00000232663 162
ENSG00000131686 29225
ENSG00000265141 298
ENSG00000197241 23045
ENSG00000142583 53372
ENSG00000252404 183
ENSG00000180758 28797
ENSG00000228526 50895
ENSG00000284357 109
ENSG00000234546 14280
ENSG00000049239 36562
ENSG00000171621 76638
ENSG00000284652 1764
ENSG00000284693 15470
ENSG00000252956 109
ENSG00000235263 2379
ENSG00000171612 45708
ENSG00000231181 558
ENSG00000188807 25966
ENSG00000171608 77383
ENSG00000179840 1976
ENSG00000233268 1798
ENSG00000231789 15129
ENSG00000171603 95500
ENSG00000271264 418
ENSG00000280113 1982
ENSG00000178585 62060
ENSG00000223989 1836
ENSG00000285701 7420
ENSG00000162441 21294
ENSG00000228150 7051
ENSG00000173614 42073
ENSG00000202415 318
ENSG00000283611 10215
ENSG00000265521 77
ENSG00000241326 1427
ENSG00000162444 18815
ENSG00000130939 148407
ENSG00000224340 336
ENSG00000233623 977
ENSG00000201746 106
ENSG00000054523 170798
ENSG00000264881 85
ENSG00000199562 106
ENSG00000264501 292
ENSG00000284735 5244
ENSG00000284642 2016
ENSG00000142657 21919
ENSG00000271989 796
ENSG00000251503 22051
ENSG00000175279 12375
ENSG00000241563 2183
ENSG00000160049 16007
ENSG00000203469 783
ENSG00000142655 158470
ENSG00000287727 4230
ENSG00000243267 279
ENSG00000130940 160046
ENSG00000272078 15092
ENSG00000225158 237
ENSG00000175262 35566
ENSG00000215785 819
ENSG00000120948 14076
ENSG00000277726 17866
ENSG00000009724 20716
ENSG00000271895 869
ENSG00000116649 5436
ENSG00000171824 33251
ENSG00000226849 4626
ENSG00000230337 2425
ENSG00000198793 156016
ENSG00000225602 5639
ENSG00000253086 102
ENSG00000171819 6626
ENSG00000207451 106
ENSG00000238173 149
ENSG00000120942 22843
ENSG00000238199 735
ENSG00000284646 7359
ENSG00000224338 564
ENSG00000204624 58396
ENSG00000285833 1213
ENSG00000235643 3890
ENSG00000284708 19858
ENSG00000116661 18767
ENSG00000132879 8952
ENSG00000116663 10154
ENSG00000116670 17170
ENSG00000162490 34147
ENSG00000177674 18718
ENSG00000215910 27798
ENSG00000177553 2542
ENSG00000177000 21197
ENSG00000011021 41983
ENSG00000276470 172
ENSG00000278852 148
ENSG00000175206 2636
ENSG00000275915 107
ENSG00000120937 1481
ENSG00000224904 2636
ENSG00000285646 6358
ENSG00000199347 119
ENSG00000201801 119
ENSG00000116685 6837
ENSG00000083444 41333
ENSG00000287384 594
ENSG00000116688 33333
ENSG00000270914 92
ENSG00000116691 12579
ENSG00000202461 112
ENSG00000276869 64
ENSG00000243539 274
ENSG00000120949 80904
ENSG00000201135 103
ENSG00000227875 254
ENSG00000285604 3823
ENSG00000283789 95
ENSG00000028137 42237
ENSG00000263676 60
ENSG00000225196 315
ENSG00000252969 123
ENSG00000048707 282017
ENSG00000239149 151
ENSG00000229484 696
ENSG00000162496 50300
ENSG00000221340 100
ENSG00000276830 66
ENSG00000272482 344
ENSG00000204518 22539
ENSG00000226166 111
ENSG00000188984 12650
ENSG00000157330 17499
ENSG00000116726 3065
ENSG00000116721 5231
ENSG00000228338 473
ENSG00000239810 6805
ENSG00000231103 3232
ENSG00000179172 1317
ENSG00000120952 4823
ENSG00000243073 6989
ENSG00000187545 5374
ENSG00000204510 3872
ENSG00000207434 106
ENSG00000234064 2091
ENSG00000232423 9108
ENSG00000274178 2791
ENSG00000274764 7015
ENSG00000277058 1360
ENSG00000229571 9207
ENSG00000277862 2792
ENSG00000236179 1286
ENSG00000275774 1366
ENSG00000229978 2797
ENSG00000233336 479
ENSG00000280267 7056
ENSG00000179412 881
ENSG00000204505 7009
ENSG00000279169 5221
ENSG00000279804 3401
ENSG00000250894 2789
ENSG00000270601 9102
ENSG00000231219 2088
ENSG00000207511 106
ENSG00000182330 4139
ENSG00000237700 5368
ENSG00000204501 7017
ENSG00000228229 479
ENSG00000204481 5242
ENSG00000204480 2833
ENSG00000204479 2997
ENSG00000204478 10878
ENSG00000162494 39030
ENSG00000259961 3050
ENSG00000215909 693
ENSG00000162493 34492
ENSG00000222952 100
ENSG00000237445 2599
ENSG00000253085 129
ENSG00000116731 124881
ENSG00000189337 1225251
ENSG00000252151 102
ENSG00000231606 82558
ENSG00000234593 81148
ENSG00000235829 484
ENSG00000287756 3258
ENSG00000175147 41803
ENSG00000171729 67946
ENSG00000204464 6973
ENSG00000215720 1017
ENSG00000278480 1176
ENSG00000142621 153011
ENSG00000233485 17196
ENSG00000236045 1298
ENSG00000228140 6454
ENSG00000142634 20451
ENSG00000162438 10800
ENSG00000142615 15363
ENSG00000215704 25486
ENSG00000132906 35702
ENSG00000116138 65566
ENSG00000251866 139
ENSG00000272510 345
ENSG00000116771 13352
ENSG00000237301 17490
ENSG00000235084 446
ENSG00000252417 67
ENSG00000236500 224
ENSG00000197312 51586
ENSG00000215695 1853
ENSG00000271742 255
ENSG00000116786 50449
ENSG00000237938 16584
ENSG00000162461 5134
ENSG00000224459 9845
ENSG00000162460 5483
ENSG00000162458 29987
ENSG00000224321 489
ENSG00000233954 2179
ENSG00000178715 437
ENSG00000179743 13673
ENSG00000065526 92749
ENSG00000270620 210
ENSG00000116809 34263
ENSG00000234607 562
ENSG00000231353 259
ENSG00000275503 235
ENSG00000224966 4880
ENSG00000183888 4571
ENSG00000233078 511
ENSG00000173641 5566
ENSG00000186510 15175
ENSG00000232456 4851
ENSG00000184908 13572
ENSG00000185519 15882
ENSG00000142627 31732
ENSG00000227959 2118
ENSG00000224621 2617
ENSG00000234166 503
ENSG00000142632 14798
ENSG00000237276 12118
ENSG00000288398 2661
ENSG00000132881 5491
ENSG00000233929 185
ENSG00000037637 105640
ENSG00000055070 45570
ENSG00000226457 380
ENSG00000187144 50307
ENSG00000157191 19357
ENSG00000226029 7533
ENSG00000080947 31821
ENSG00000206652 163
ENSG00000261135 1109
ENSG00000285853 6754
ENSG00000224174 1102
ENSG00000233421 2286
ENSG00000277344 143
ENSG00000225710 3880
ENSG00000219481 51243
ENSG00000271732 338
ENSG00000215908 38979
ENSG00000283773 342
ENSG00000186301 4667
ENSG00000282143 10645
ENSG00000207513 163
ENSG00000280114 7652
ENSG00000236698 434
ENSG00000268869 32818
ENSG00000279151 4048
ENSG00000282740 10651
ENSG00000058453 232691
ENSG00000227684 10688
ENSG00000207389 163
ENSG00000186715 15327
ENSG00000223643 1872
ENSG00000230239 3877
ENSG00000263811 72
ENSG00000228549 12714
ENSG00000277234 143
ENSG00000238142 2129
ENSG00000235241 507
ENSG00000207005 163
ENSG00000272426 437
ENSG00000117122 6130
ENSG00000286898 1490
ENSG00000226526 26165
ENSG00000159363 25970
ENSG00000117118 35448
ENSG00000117115 52690
ENSG00000204362 7834
ENSG00000282843 8501
ENSG00000142623 40879
ENSG00000142619 35135
ENSG00000266634 86
ENSG00000159339 55809
ENSG00000276747 29503
ENSG00000179051 32917
ENSG00000227751 622
ENSG00000074964 158176
ENSG00000236648 32353
ENSG00000117148 71730
ENSG00000284653 29900
ENSG00000261781 8755
ENSG00000117154 270685
ENSG00000280222 6472
ENSG00000230035 12417
ENSG00000225387 2685
ENSG00000179023 5144
ENSG00000235282 265
ENSG00000225478 222
ENSG00000009709 118020
ENSG00000179002 20083
ENSG00000159423 31294
ENSG00000265606 73
ENSG00000221662 77
ENSG00000169991 52396
ENSG00000272084 3401
ENSG00000127481 135756
ENSG00000230424 30203
ENSG00000127463 35867
ENSG00000053372 8323
ENSG00000286064 1786
ENSG00000211454 8212
ENSG00000162482 6197
ENSG00000270728 823
ENSG00000053371 8181
ENSG00000200403 106
ENSG00000040487 16974
ENSG00000077549 146764
ENSG00000240490 287
ENSG00000173436 145418
ENSG00000201609 140
ENSG00000235185 5030
ENSG00000158747 61477
ENSG00000270136 59860
ENSG00000226396 454
ENSG00000158748 16091
ENSG00000162542 117732
ENSG00000178828 1254
ENSG00000235434 5135
ENSG00000169914 30550
ENSG00000188784 3608
ENSG00000242688 300
ENSG00000188257 4985
ENSG00000127472 63732
ENSG00000117215 7627
ENSG00000158786 11060
ENSG00000227066 6397
ENSG00000187980 16171
ENSG00000225986 2244
ENSG00000162543 9954
ENSG00000228105 1569
ENSG00000284710 2987
ENSG00000158816 63975
ENSG00000226664 28976
ENSG00000236963 70655
ENSG00000226487 949
ENSG00000284641 2715
ENSG00000284743 1618
ENSG00000162545 3819
ENSG00000090432 8703
ENSG00000215520 762
ENSG00000183114 2447
ENSG00000158825 29817
ENSG00000158828 18053
ENSG00000284005 109
ENSG00000117242 9536
ENSG00000244038 9777
ENSG00000117245 54003
ENSG00000235432 1279
ENSG00000189410 13106
ENSG00000233069 1072
ENSG00000127483 44644
ENSG00000075151 370596
ENSG00000251914 61
ENSG00000221808 118
ENSG00000233072 384
ENSG00000236073 114
ENSG00000235112 606
ENSG00000287192 1110
ENSG00000117298 128325
ENSG00000236936 1169
ENSG00000231105 6584
ENSG00000236216 375
ENSG00000228823 1833
ENSG00000236009 1594
ENSG00000227001 3342
ENSG00000187952 1233
ENSG00000186543 3240
ENSG00000142794 44877
ENSG00000176378 326
ENSG00000162551 69013
ENSG00000233431 4715
ENSG00000076864 73148
ENSG00000090686 105308
ENSG00000231978 306
ENSG00000187942 12960
ENSG00000142798 115066
ENSG00000232037 482
ENSG00000283234 6192
ENSG00000219073 21620
ENSG00000285959 47011
ENSG00000273610 296
ENSG00000201919 103
ENSG00000142789 10885
ENSG00000278124 296
ENSG00000201273 103
ENSG00000228397 2058
ENSG00000218510 6665
ENSG00000070831 75849
ENSG00000285752 24610
ENSG00000285794 221
ENSG00000230068 5002
ENSG00000271428 487
ENSG00000162552 26656
ENSG00000285873 14551
ENSG00000266564 61
ENSG00000234397 491
ENSG00000279625 1852
ENSG00000184677 102319
ENSG00000237200 2234
ENSG00000070886 40106
ENSG00000276835 108
ENSG00000173372 3050
ENSG00000159189 4477
ENSG00000173369 8875
ENSG00000133216 210661
ENSG00000265422 81
ENSG00000225952 1136
ENSG00000264014 67
ENSG00000215906 12295
ENSG00000227868 5018
ENSG00000004487 64246
ENSG00000240553 67911
ENSG00000263793 67
ENSG00000266802 76
ENSG00000169641 93785
ENSG00000229010 817
ENSG00000206935 106
ENSG00000252578 100
ENSG00000179546 2834
ENSG00000215381 459
ENSG00000261326 6181
ENSG00000284726 5069
ENSG00000125944 40565
ENSG00000125945 10388
ENSG00000249087 2842
ENSG00000201405 92
ENSG00000271420 649
ENSG00000204219 43839
ENSG00000232482 1314
ENSG00000088280 56005
ENSG00000007968 24795
ENSG00000235052 1776
ENSG00000117318 1575
ENSG00000285802 17185
ENSG00000197880 59073
ENSG00000229239 9965
ENSG00000142676 5093
ENSG00000236810 71395
ENSG00000011007 18904
ENSG00000057757 9814
ENSG00000011009 4394
ENSG00000117308 5182
ENSG00000117305 36735
ENSG00000179163 23217
ENSG00000188822 42847
ENSG00000229106 1266
ENSG00000232557 774
ENSG00000264926 77
ENSG00000230228 367
ENSG00000189266 6623
ENSG00000188529 16580
ENSG00000215905 638
ENSG00000225315 45964
ENSG00000142661 56100
ENSG00000230703 16791
ENSG00000142677 23369
ENSG00000185436 33791
ENSG00000230023 11453
ENSG00000232298 14345
ENSG00000158055 45160
ENSG00000001460 59935
ENSG00000001461 57174
ENSG00000286061 39146
ENSG00000117602 38689
ENSG00000264443 17222
ENSG00000184454 53241
ENSG00000227312 347
ENSG00000239106 102
ENSG00000133226 41565
ENSG00000284699 12702
ENSG00000169504 98939
ENSG00000238482 106
ENSG00000020633 65610
ENSG00000278034 71
ENSG00000229162 1752
ENSG00000261025 2442
ENSG00000264371 83
ENSG00000285823 6268
ENSG00000233755 69413
ENSG00000233419 401
ENSG00000231953 1298
ENSG00000117614 10226
ENSG00000284602 2189
ENSG00000284657 759
ENSG00000117616 95964
ENSG00000272432 484
ENSG00000261349 1034
ENSG00000187010 58052
ENSG00000224183 479
ENSG00000259984 1036
ENSG00000183726 24044
ENSG00000188672 67943
ENSG00000238084 477
ENSG00000204178 69351
ENSG00000157978 25306
ENSG00000225643 8878
ENSG00000117643 168739
ENSG00000233478 14567
ENSG00000162430 18045
ENSG00000255054 12274
ENSG00000228172 4048
ENSG00000117640 14302
ENSG00000272478 221
ENSG00000127423 27545
ENSG00000236528 3807
ENSG00000182749 10043
ENSG00000207302 109
ENSG00000117632 22810
ENSG00000229786 250
ENSG00000223624 139
ENSG00000283938 92
ENSG00000158006 38350
ENSG00000207237 103
ENSG00000252190 124
ENSG00000252691 83
ENSG00000158008 16580
ENSG00000158014 8866
ENSG00000284309 2434
ENSG00000158022 17132
ENSG00000175087 14390
ENSG00000197245 4883
ENSG00000282872 4420
ENSG00000236782 2315
ENSG00000142684 965
ENSG00000142675 12400
ENSG00000188782 12407
ENSG00000236155 20099
ENSG00000278572 1895
ENSG00000130695 44608
ENSG00000270733 357
ENSG00000142669 1436
ENSG00000158062 37035
ENSG00000169442 2565
ENSG00000176092 38382
ENSG00000225854 345
ENSG00000176083 12888
ENSG00000131914 18911
ENSG00000117682 39024
ENSG00000223583 534
ENSG00000225891 5258
ENSG00000198830 4202
ENSG00000224129 896
ENSG00000117676 45269
ENSG00000238705 51
ENSG00000243905 303
ENSG00000252802 101
ENSG00000252429 63
ENSG00000229247 237
ENSG00000238316 103
ENSG00000235069 234
ENSG00000260063 1999
ENSG00000117713 88868
ENSG00000060642 10926
ENSG00000241188 290
ENSG00000287810 176
ENSG00000204160 30916
ENSG00000175793 1307
ENSG00000142751 14151
ENSG00000226698 2112
ENSG00000198746 9979
ENSG00000090273 46633
ENSG00000131910 2486
ENSG00000175707 10906
ENSG00000172746 810
ENSG00000224064 396
ENSG00000225294 443
ENSG00000253368 7194
ENSG00000158246 7830
ENSG00000090020 68172
ENSG00000229985 526
ENSG00000214973 639
ENSG00000225159 866
ENSG00000225990 219
ENSG00000224311 5246
ENSG00000142784 74004
ENSG00000252098 103
ENSG00000243659 598
ENSG00000186501 14255
ENSG00000206888 106
ENSG00000241547 467
ENSG00000142765 11917
ENSG00000142733 12894
ENSG00000142748 5712
ENSG00000174950 4157
ENSG00000231207 677
ENSG00000181773 3192
ENSG00000158195 85937
ENSG00000241169 2384
ENSG00000237429 4756
ENSG00000126705 70396
ENSG00000000938 23121
ENSG00000235912 191
ENSG00000233975 2394
ENSG00000126709 6134
ENSG00000225886 33595
ENSG00000206767 106
ENSG00000226662 661
ENSG00000207095 104
ENSG00000287244 934
ENSG00000009780 37143
ENSG00000231344 348
ENSG00000230833 675
ENSG00000117758 51224
ENSG00000269971 183
ENSG00000270031 358
ENSG00000223062 105
ENSG00000286433 3397
ENSG00000117751 20894
ENSG00000252947 165
ENSG00000130775 14142
ENSG00000117748 23222
ENSG00000130768 24157
ENSG00000227050 21318
ENSG00000158156 8634
ENSG00000158161 118293
ENSG00000238231 366
ENSG00000240750 296
ENSG00000228589 680
ENSG00000228943 559
ENSG00000214812 872
ENSG00000253005 104
ENSG00000169403 46770
ENSG00000126698 33573
ENSG00000130770 10797
ENSG00000270605 1944
ENSG00000271398 424
ENSG00000130766 22973
ENSG00000130772 6963
ENSG00000204138 130782
ENSG00000206779 100
ENSG00000229820 393
ENSG00000221216 118
ENSG00000180198 33357
ENSG00000242125 4912
ENSG00000274266 205
ENSG00000200087 203
ENSG00000231468 909
ENSG00000279443 2082
ENSG00000180098 25460
ENSG00000197989 4594
ENSG00000221539 73
ENSG00000278274 129
ENSG00000273544 131
ENSG00000280498 134
ENSG00000274582 136
ENSG00000120656 53762
ENSG00000188060 3243
ENSG00000229388 5353
ENSG00000274978 133
ENSG00000270103 130
ENSG00000162419 50621
ENSG00000252777 129
ENSG00000198492 33154
ENSG00000116329 59125
ENSG00000233427 6853
ENSG00000199756 109
ENSG00000159023 232955
ENSG00000225616 330
ENSG00000206704 100
ENSG00000277958 281
ENSG00000253304 4474
ENSG00000225750 2500
ENSG00000116350 34157
ENSG00000277916 168
ENSG00000116353 38285
ENSG00000237934 883
ENSG00000060656 90297
ENSG00000230523 20494
ENSG00000225011 8700
ENSG00000228176 696
ENSG00000284676 35422
ENSG00000270927 492
ENSG00000233399 23660
ENSG00000233372 1344
ENSG00000231251 92
ENSG00000236335 2078
ENSG00000231949 5283
ENSG00000162510 12308
ENSG00000186056 8323
ENSG00000287510 1734
ENSG00000162511 25305
ENSG00000264773 76
ENSG00000229607 5175
ENSG00000223382 10647
ENSG00000222784 287
ENSG00000235143 2096
ENSG00000162512 39292
ENSG00000266210 266
ENSG00000134644 134485
ENSG00000237329 506
ENSG00000232768 162
ENSG00000215900 571
ENSG00000225142 435
ENSG00000084628 60142
ENSG00000060688 37220
ENSG00000229447 436
ENSG00000121766 67971
ENSG00000229044 13732
ENSG00000121769 11597
ENSG00000168528 25115
ENSG00000215899 1341
ENSG00000206981 106
ENSG00000260386 9563
ENSG00000265961 113
ENSG00000284543 77080
ENSG00000229167 6313
ENSG00000142910 11201
ENSG00000121764 14832
ENSG00000162517 15030
ENSG00000235790 16113
ENSG00000264078 4677
ENSG00000084636 52056
ENSG00000121753 37776
ENSG00000266580 75
ENSG00000254545 2192
ENSG00000134668 25629
ENSG00000203620 13549
ENSG00000269967 69928
ENSG00000184007 38435
ENSG00000228634 955
ENSG00000284702 14845
ENSG00000121774 46982
ENSG00000203325 21183
ENSG00000121775 30835
ENSG00000266203 58
ENSG00000276493 290
ENSG00000025800 68507
ENSG00000250135 5835
ENSG00000084652 18610
ENSG00000160050 5001
ENSG00000224066 2045
ENSG00000160051 3026
ENSG00000222046 7102
ENSG00000160055 7887
ENSG00000084623 9676
ENSG00000220785 9962
ENSG00000183615 1634
ENSG00000182866 34926
ENSG00000277617 259
ENSG00000252450 109
ENSG00000116478 41552
ENSG00000175130 2394
ENSG00000233775 1469
ENSG00000162526 12791
ENSG00000225828 3008
ENSG00000160058 29628
ENSG00000224333 1006
ENSG00000270850 340
ENSG00000229259 3575
ENSG00000263529 300
ENSG00000254553 135735
ENSG00000273274 31614
ENSG00000160062 66514
ENSG00000176261 50731
ENSG00000200591 101
ENSG00000162521 35069
ENSG00000162520 23690
ENSG00000224409 7503
ENSG00000162522 33140
ENSG00000134684 42916
ENSG00000116497 42108
ENSG00000160097 10214
ENSG00000121905 12447
ENSG00000121900 6844
ENSG00000287691 26184
ENSG00000116514 28240
ENSG00000278966 910
ENSG00000217644 525
ENSG00000239670 1281
ENSG00000236065 45394
ENSG00000004455 73056
ENSG00000276645 344
ENSG00000142920 42388
ENSG00000278997 1359
ENSG00000116525 36660
ENSG00000279179 3447
ENSG00000284721 5565
ENSG00000160094 44227
ENSG00000270115 468
ENSG00000184389 14332
ENSG00000225313 41897
ENSG00000134686 107429
ENSG00000284154 99
ENSG00000222112 298
ENSG00000233246 12893
ENSG00000234512 2705
ENSG00000121903 23862
ENSG00000235907 735
ENSG00000121904 651843
ENSG00000227000 1617
ENSG00000176256 4316
ENSG00000231163 24773
ENSG00000201148 114
ENSG00000142698 52248
ENSG00000270241 433
ENSG00000287703 45575
ENSG00000207941 95
ENSG00000163866 147018
ENSG00000189280 3465
ENSG00000189433 2587
ENSG00000255811 26671
ENSG00000188910 5155
ENSG00000187513 2748
ENSG00000230163 861
ENSG00000116544 64214
ENSG00000284773 10957
ENSG00000241014 3007
ENSG00000271741 50208
ENSG00000243749 3818
ENSG00000163867 45780
ENSG00000197056 83687
ENSG00000233940 5803
ENSG00000228348 462
ENSG00000284640 4920
ENSG00000116560 16767
ENSG00000201868 93
ENSG00000146463 153349
ENSG00000240374 302
ENSG00000201542 151
ENSG00000229994 885
ENSG00000227409 7255
ENSG00000278702 322
ENSG00000142687 124458
ENSG00000236274 1696
ENSG00000020129 9801
ENSG00000239636 7916
ENSG00000116819 22014
ENSG00000126067 41985
ENSG00000142686 5017
ENSG00000092853 49760
ENSG00000232335 4187
ENSG00000134698 49874
ENSG00000092847 60724
ENSG00000271164 482
ENSG00000286899 1892
ENSG00000271914 395
ENSG00000126070 141782
ENSG00000271554 21521
ENSG00000232862 3960
ENSG00000092850 4181
ENSG00000116863 5040
ENSG00000171812 29983
ENSG00000054116 19483
ENSG00000116871 25270
ENSG00000264592 255
ENSG00000054118 80925
ENSG00000231849 258
ENSG00000214193 22972
ENSG00000142694 2123
ENSG00000286379 5776
ENSG00000196182 46272
ENSG00000181817 6670
ENSG00000222821 138
ENSG00000116885 34624
ENSG00000201448 128
ENSG00000116898 8666
ENSG00000119535 17235
ENSG00000230214 522
ENSG00000284705 6629
ENSG00000284720 1603
ENSG00000234481 5956
ENSG00000163873 238988
ENSG00000284650 2657
ENSG00000223944 170339
